name,year,summary,url
Aspern-Essling,Unknown,"In the Battle of Aspern-Essling (21–22 May 1809), Napoleon crossed the Danube near Vienna, but the French and their allies were attacked and forced back across the river by the Austrians under Archduke Charles. It was the first time Napoleon had been personally defeated in a major battle, as well as his first battle defeat in 10 years since the siege of Acre, and his first battle defeat as head of state, although he did suffer a tactical defeat in the Battle of Caldiero and in the Second Battle ",https://en.wikipedia.org/wiki/Battle_of_Aspern-Essling
Haifa (1948),Unknown,"The Battle of Haifa, also known as the Fall of Haifa, and called by the Jewish forces Operation Bi'ur Hametz (Hebrew: מבצע ביעור חמץ ""Passover Cleansing""), was a Haganah operation carried out on 21–22 April 1948 and a major event in the final stages of the civil war in Palestine, leading up to the 1948 Arab-Israeli War. The objective of the operation was the capture of the Arab neighborhoods of Haifa. The operation formed part of the 1948 Palestinian expulsion and flight, with approximately 15,0",https://en.wikipedia.org/wiki/Battle_of_Haifa_(1948)
Bajaur Campaign,Unknown,"The Bajaur Campaign was an armed conflict between Afghanistan and Pakistan that began in September 1960 and ended in September 1961. It primarily took place in and around Bajaur District in Pakistan's Federally Administered Tribal Areas.
Hostilities broke out after Afghan prime minister Mohammad Daoud Khan, who was a vocal opponent of the international border between Afghanistan and Pakistan, sent in the Royal Afghan Army to back the local pro-Afghan Pashtun tribal chiefs who were opposed to the",https://en.wikipedia.org/wiki/Bajaur_Campaign
France in the American Revolutionary War,Unknown,"French involvement in the American Revolutionary War of 1775–1783 began in 1776 when the Kingdom of France secretly shipped supplies to the Continental Army of the Thirteen Colonies upon its establishment in June 1775. France was a long-term historical rival with the Kingdom of Great Britain, from which the Thirteen Colonies were attempting to separate. Having lost its own North American colony to Britain in the Seven Years' War, France sought to weaken Britain by helping the American insurgents",https://en.wikipedia.org/wiki/France_in_the_American_Revolutionary_War
Luxembourg in the Korean War,Unknown,"In support of the United Nations Command, Luxembourg sent 110 troops to fight in Korea. Of these, two were killed and 17 were wounded. Luxembourg decided to ally with the Belgians and form 1st Platoon A Company, and with the Belgians arrived in Korea on 31 January 1951. Many Luxembourgers decided to join the Belgian Volunteer Corps for Korea. Luxembourg would fight at Imjin River, Haktang-ni, and Chatkol. Luxembourg contributed a 44-man rifle regiment called the Royal Luxembourg Regiment. The Lu",https://en.wikipedia.org/wiki/Luxembourg_in_the_Korean_War
Naval warfare of World War I,Unknown,"Naval warfare in World War I was mainly characterised by blockade. The Allied powers, with their larger fleets and surrounding position, largely succeeded in their blockade of Germany and the other Central Powers, whilst the efforts of the Central Powers to break that blockade, or to establish an effective counter blockade with submarines and commerce raiders, were eventually unsuccessful. Major fleet actions were extremely rare and proved less decisive.",https://en.wikipedia.org/wiki/Naval_warfare_of_World_War_I
Triangle Hill,Unknown,"The Battle of Triangle Hill, also known as Operation Showdown or the Shangganling Campaign (Chinese: 上甘岭战役; pinyin: Shànggānlǐng Zhànyì), was a protracted military engagement during the Korean War. The main combatants were two United Nations (UN) infantry divisions, with additional support from the United States Air Force, against elements of the Chinese People's Volunteer Army (PVA) 15th and 12th Corps. The battle was part of UN attempts to gain control of the ""Iron Triangle"" and took place fro",https://en.wikipedia.org/wiki/Battle_of_Triangle_Hill
Mactan,Unknown,"The Battle of Mactan (Filipino: Labanan sa Mactan; Spanish: Batalla de Mactán) was fought on a beach in Mactan Island (now part of Cebu, Philippines) between Spanish forces led by the Portuguese explorer Ferdinand Magellan along with local allies, and Lapulapu, the chieftain of the island, on the early morning of April 27, 1521. Magellan, a Portuguese-born commander serving the Spanish Empire who led an expedition that ultimately circumnavigated the world for the first time, commanded a small Sp",https://en.wikipedia.org/wiki/Battle_of_Mactan
Belmont,Unknown,"The Battle of Belmont was fought on November 7, 1861, in Mississippi County, Missouri. It was the first combat test in the American Civil War for Brig. Gen. Ulysses S. Grant, the future Union Army general in chief and eventual U.S. president, who was fighting Major General Leonidas Polk. Grant's troops in this battle were the ""nucleus"" of what would become the Union Army of the Tennessee.
On November 6, Grant moved by riverboat from Cairo, Illinois, to attack the Confederacy's small outpost near",https://en.wikipedia.org/wiki/Battle_of_Belmont
Bembezi,Unknown,"The Battle of Bembezi (1 November 1893) was an engagement of the First Matabele War, between the British South Africa Company and the Ndebele Kingdom.",https://en.wikipedia.org/wiki/Battle_of_Bembezi
Khartoum (2023–2025),d,"The Battle of Khartoum was a major strategic battle for control of Khartoum, the capital of Sudan, with fighting in and around the city between the paramilitary Rapid Support Forces (RSF), and the Sudanese Armed Forces (SAF), as part of the civil war. The battle began on 15 April 2023, after the RSF captured Khartoum International Airport, several military bases, and the presidential palace in an attempted coup d'état, starting an escalating series of clashes. The battle was also the longest con",https://en.wikipedia.org/wiki/Battle_of_Khartoum_(2023%E2%80%932025)
Trafalgar campaign,Unknown,"The Trafalgar campaign was a long and complicated series of fleet manoeuvres carried out by the combined French and Spanish fleets; and the opposing moves of the Royal Navy during much of 1805. These were the culmination of French plans to force a passage through the English Channel, and so achieve a successful invasion of the United Kingdom. The plans were extremely complicated and proved to be impractical. Much of the detail was due to the personal intervention of Napoleon, who as a soldier ra",https://en.wikipedia.org/wiki/Trafalgar_campaign
Bạch Đằng (1288),Unknown,"The Battle of Bạch Đằng was a decisive naval battle during the third Mongol invasion of Vietnam between Đại Việt commanded by Commander-in-Chief Prince Trần Quốc Tuấn (Prince Hưng Đạo), and the fleet of the Yuan dynasty, commanded by Admirals Omar and Fan Yi on the Bạch Đằng River (today Quảng Ninh province), which Prince Hưng Đạo staged an ambush that destroyed the Yuan fleet, capturing its general, ending Kublai’s intention to conquer Dai Viet and Champa. The battle was a tactical masterpiece ",https://en.wikipedia.org/wiki/Battle_of_B%E1%BA%A1ch_%C4%90%E1%BA%B1ng_(1288)
Lists of World War II topics,Unknown,This is a list of World War II-related topic lists:,https://en.wikipedia.org/wiki/Lists_of_World_War_II_topics
War (2019 film),Unknown,"War is a 2019 Indian Hindi-language action thriller film directed by Siddharth Anand and produced by Aditya Chopra under Yash Raj Films.  The third installment in the YRF Spy Universe, it stars Hrithik Roshan and Tiger Shroff in the lead roles, with Vaani Kapoor and Ashutosh Rana. In the film, an Indian RAW agent is assigned to eliminate his former mentor who has gone rogue.
Principal photography commenced in September 2018. Tentatively titled Fighters, the title of War was announced on 15 July ",https://en.wikipedia.org/wiki/War_(2019_film)
World War II,Unknown,"World War II or the Second World War (1 September 1939 – 2 September 1945) was a global conflict between two coalitions: the Allies and the Axis powers. Nearly all of the world's countries participated, with many nations mobilising all resources in pursuit of total war. Tanks and aircraft played major roles, enabling the strategic bombing of cities and delivery of the first and only nuclear weapons ever used in war. World War II is the deadliest conflict in history, causing the death of 70 to 85",https://en.wikipedia.org/wiki/World_War_II
Oleshia,Unknown,"The Battle of Oleshia took place between the cavalry of Rus' princes and a unit of the Mongol Empire led by general Gemebek, in May 1223, near Oleshia (likely in modern-day Kherson Oblast, Ukraine); it ended in a Mongol defeat. The battle took place prior to the Battle of the Kalka River, which occurred on 31 May 1223.

",https://en.wikipedia.org/wiki/Battle_of_Oleshia
Jadotville,Unknown,"The siege of Jadotville ([ʒa.do.vil]) was a major battle during the Congo Crisis, that began on 13 September 1961 and lasted for five days. A small contingent of the Irish Army's 35th Battalion serving under the United Nations Operation in the Congo (ONUC), designated ""A"" Company, was besieged at the UN base near the mining town of Jadotville (modern-day Likasi) by Katangese forces loyal to the secessionist State of Katanga.
The siege took place during the seven-day escalation of hostilities bet",https://en.wikipedia.org/wiki/Siege_of_Jadotville
